date,adj_close,close,volume,volatility,trend,momentum,regime
2020-01-15,78.56999969482422,78.56999969482422,201,0.15,0.0,0.0,sideways
2020-01-16,78.87000274658203,78.87000274658203,717,0.04277852962110198,0.0,0.0,sideways
2020-01-22,79.52999877929688,79.52999877929688,315,0.09869974514944917,0.0,0.0,sideways
2020-01-24,79.12999725341797,79.12999725341797,0,0.0817703734197281,0.0,0.0,sideways
2020-01-27,77.62999725341797,77.62999725341797,1550,0.14445542122461238,0.0,0.0,sideways
2020-01-29,78.5,78.5,0,0.13084953953371284,0.0,0.0,sideways
2020-02-03,77.47000122070312,77.47000122070312,424,0.1524338296473189,0.0,0.0,sideways
2020-02-05,79.5199966430664,79.5199966430664,2032,0.15766718044282266,0.0,0.0,sideways
2020-02-06,80.12999725341797,80.12999725341797,32,0.17748412902037344,0.0,0.0,sideways
2020-02-07,79.88999938964844,79.88999938964844,155,0.18051356927685386,0.0,0.0,sideways
2020-02-12,81.3499984741211,81.3499984741211,62,0.22514133759089164,0.0,0.0,sideways
2020-02-13,81.47000122070312,81.47000122070312,518,0.2527787766164136,0.0,0.0,bear
2020-02-14,81.55000305175781,81.55000305175781,397,0.27077900790547454,0.0,0.0,bear
2020-02-24,77.94999694824219,77.94999694824219,721,0.27350731076113816,0.0,0.0,bear
2020-02-25,76.70999908447266,76.70999908447266,317,0.2985095774471062,0.0,0.0,bear
2020-02-27,73.44999694824219,73.44999694824219,671,0.41011489755311303,0.0,0.0,bear
2020-02-28,70.23999786376953,70.23999786376953,1142,0.5822795543308658,0.0,0.0,bear
2020-03-02,71.31999969482422,71.31999969482422,5796,0.6604316607679493,0.0,0.0,bear
2020-03-04,72.5999984741211,72.5999984741211,421,0.6914384022311333,0.0,0.0,bear
2020-03-05,72.3499984741211,72.3499984741211,145,0.7181455452636725,0.0,0.0,bear
2020-03-06,68.91999816894531,68.91999816894531,1300,0.8006349012925369,0.0,-0.12282043481431498,bear
2020-03-09,64.61000061035156,64.61000061035156,498,0.9793611367461866,0.0,-0.18080387523314054,bear
2020-03-10,64.58999633789062,64.58999633789062,2168,1.1158066490681553,0.0,-0.18785367371708558,bear
2020-03-11,64.6500015258789,64.6500015258789,439,1.2179760193608558,0.0,-0.18298996878726176,bear
2020-03-12,59.630001068115234,59.630001068115234,1324,1.4068109183050324,0.0,-0.23186908182597177,bear
2020-03-13,59.349998474121094,59.349998474121094,3263,1.5701891156044245,0.0,-0.24394906402393512,bear
2020-03-16,58.22999954223633,58.22999954223633,2569,1.7187332281125305,0.0,-0.2483542193791148,bear
